CLIENTNUM,review,date,City,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,sentiment_result,sentiment_label,sentiment_score,sentiment_numeric,review_lower,category,nps_category,nps_summary,nps_value
715499058,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,London,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848.0,0,1848.0,0.906,2775,33,0.435,0.0,0.99431,0.00569,Involuntary,45384,3782.0,0.0,Low Risk,541.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,541.0,Caa,bad,bad,50.0,"{'label': 'POSITIVE', 'score': 0.9894070029258728}",POSITIVE,0.9894070029258728,0.9894070029258728,"i set up a direct debit in december so i wouldn't miss my first payment in january. i received a text the day after payment should have gone through saying it's late. turns out you have to allow a full month for dd to be set up. they wouldn't waive the late payment charge, which was twice the amount of my minimum payment. great customer service, makes me feel really valued lol.",Poor Customer Service,Promoter,6.331877729257641,0
809565183,Argos card has gone really bad since it has been taken over. As should have kept all the conditions as they were. Instead of changing everything as was good before they changed n got taken over by a third party ????,22-Jan-25,Toronto,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339,0.99794,0.00205937,Involuntary,38290,3190.833333333333,19.58735962392269,Low Risk,473.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,473.0,Ca,good,good,175.0,"{'label': 'NEGATIVE', 'score': 0.9996812343597412}",NEGATIVE,0.9996812343597412,-0.9996812343597412,argos card has gone really bad since it has been taken over. as should have kept all the conditions as they were. instead of changing everything as was good before they changed n got taken over by a third party ????,Other,Detractor,93.66812227074236,0
778910883,Argos card has gone down hill,22-Jan-25,Ottawa,Attrited Customer,53,M,2,,Married,$80K - $120K,Blue,34,4,3,2,1837.0,875,962.0,0.58,2169,43,0.654,0.476,0.99497,0.00503,Involuntary,96673,8056.083333333333,10.861357359345424,Low Risk,522.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,522.0,Caa,bad,bad,225.0,"{'label': 'NEGATIVE', 'score': 0.9817847013473511}",NEGATIVE,0.9817847013473511,-0.9817847013473511,argos card has gone down hill,Other,Detractor,93.66812227074236,0
713804883,Poor customer service infect there is no customer care service at you just type pad are trying to explain to a BOT unreal,20-Jan-25,Thompson,Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836.0,0,1836.0,0.323,1799,28,0.167,0.0,0.99293,0.00707,Involuntary,35296,2941.333333333333,0.0,Low Risk,683.0,1,1,2023-10-23 22:36:53.097301,16313.96,No,0,683.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9997777342796326}",NEGATIVE,0.9997777342796326,-0.9997777342796326,poor customer service infect there is no customer care service at you just type pad are trying to explain to a bot unreal,Poor Customer Service,Detractor,93.66812227074236,0
718653333,"I have had my Argos card since 2017 always paying it off in full and on time to avoid the deferred interest. More recently they added a small amount of interest as a payment was allocated to a different statement balance. Not happy it will be the first and last £4.26 you rob from me. Attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. Wholly unprofessional. I am not enamoured with the NewDay take over either. There are items of far superior quality from other well known stores for less and with outstanding customer service. Im out!",11-Jan-25,St. John's,Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833.0,0,1833.0,0.549,2037,31,0.292,0.0,0.99661,0.00338757,Involuntary,34517,2876.4166666666665,0.0,Low Risk,562.0,1,2,2022-09-02 22:36:53.097332,12271.05,No,0,562.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.8305042386054993}",NEGATIVE,0.8305042386054993,-0.8305042386054993,"i have had my argos card since 2017 always paying it off in full and on time to avoid the deferred interest. more recently they added a small amount of interest as a payment was allocated to a different statement balance. not happy it will be the first and last £4.26 you rob from me. attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. wholly unprofessional. i am not enamoured with the newday take over either. there are items of far superior quality from other well known stores for less and with outstanding customer service. im out!",Poor Customer Service,Detractor,93.66812227074236,0
717409533,Unprofessional,11-Jan-25,Cochrane,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816,0.99558,0.00441892,Involuntary,38207,3183.9166666666665,46.67207579762871,Medium Risk,495.0,1,1,2022-03-26 22:36:53.097375,11507.12,No,0,495.0,Ca,bad,bad,347.2,"{'label': 'NEGATIVE', 'score': 0.9916370511054993}",NEGATIVE,0.9916370511054993,-0.9916370511054993,unprofessional,Other,Detractor,93.66812227074236,0
808273533,Punishes customers for paying?,6-Jan-25,Port Alberni,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818.0,0,1818.0,0.651,2054,55,0.774,0.0,0.9972,0.00280488,Involuntary,65954,5496.166666666667,0.0,Low Risk,467.0,1,3,2023-12-17 22:36:53.097406,14189.28,Yes,1,317.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9987217783927917}",NEGATIVE,0.9987217783927917,-0.9987217783927917,punishes customers for paying?,Other,Detractor,93.66812227074236,0
714887808,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Kelowna,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818.0,0,1818.0,0.758,2279,50,0.724,0.0,0.99427,0.00573,Involuntary,32084,2673.6666666666665,0.0,Low Risk,492.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,342.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9844614863395691}",NEGATIVE,0.9844614863395691,-0.9844614863395691,... however in recent times they have gone way downhill i have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) i make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! how the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,Other,Detractor,93.66812227074236,0
712853358,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,6-Jan-25,Canmore,Attrited Customer,39,F,3,High School,,Less than $40K,Blue,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,0.99452,0.00548,Involuntary,31049,2587.4166666666665,0.0,Low Risk,610.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,610.0,Ba,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9985263347625732}",NEGATIVE,0.9985263347625732,-0.9985263347625732,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,Other,Detractor,93.66812227074236,0
712602708,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Innisfil,Attrited Customer,36,M,3,,,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0,0.98433,0.01567,Involuntary,115450,9620.833333333334,0.0,Low Risk,542.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,392.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9973655343055725}",NEGATIVE,0.9973655343055725,-0.9973655343055725,not to mention when they put things on a normal credit they add interest? why because i decided i wanted to pay?!,Other,Detractor,93.66812227074236,0
709729533,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Truro,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809.0,457,1352.0,0.703,2169,49,0.485,0.253,0.99143,0.00857,Involuntary,44651,3720.9166666666665,12.281919777832524,Low Risk,552.0,1,5,2023-02-09 22:36:53.097466,1251.38,No,0,552.0,B,bad,bad,141.4,"{'label': 'NEGATIVE', 'score': 0.9942141175270081}",NEGATIVE,0.9942141175270081,-0.9942141175270081,"i have been an argos card holder for years. it's been great for small household items, as the interest free credit below £100 has ensured i've purchased items there. however, now this only kicks in over £99 for 3 months and £199 for 6. small items are charged at 34.9%. i'll use my much cheaper (interest free) credit card instead.",Positive Experience,Detractor,93.66812227074236,0
710136258,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Val-d'Or,Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806.0,0,1806.0,0.983,2833,43,0.654,0.0,0.9948,0.0052,Voluntary,36622,3051.833333333333,0.0,Low Risk,586.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,586.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9975444674491882}",NEGATIVE,0.9975444674491882,-0.9975444674491882,"+ 0.66 interest on 23/01/25.no mention of any payment + late payment i had made in december 2024.the cheque i sent you has cleared.why would you not have that last payment made on the account printed on the statement? hopefully you can provide some clarity? shocking customer service.argos will now no longer provide a service online @ my argos card.you either need to pay on a app or cheque.hopefully i will not have to deal with these pirates in the near future.i rang your automated line tonight, the recorded voice on the phone sounded abysmal.argos are stuck in a time warp! good luck to customers, who like me have had the misfortune to have a credit card with them!",Poor Customer Service,Detractor,93.66812227074236,0
710493558,Abysmal,4-Jan-26,Happy Valley-Goose Bay,Attrited Customer,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803.0,0,1803.0,0.415,1979,37,0.321,0.0,0.99211,0.00789,Involuntary,54810,4567.5,0.0,Low Risk,522.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,522.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9967633485794067}",NEGATIVE,0.9967633485794067,-0.9967633485794067,abysmal,Other,Detractor,93.66812227074236,0
712448658,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Sept-ÃÅ½les,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,2,1795.0,0,1795.0,0.718,2281,55,0.618,0.0,0.99395,0.00605,Voluntary,38117,3176.4166666666665,0.0,Low Risk,681.0,1,5,2022-02-14 22:36:53.097518,3974.97,Yes,1,531.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9973682761192322}",NEGATIVE,0.9973682761192322,-0.9973682761192322,"i owned a argos credit card, paid the balance outstanding by cheque £1,065.02. in november 2024.i then received a statement to advise my november payment by cheque which according to argos did not arrive in time by 23rd.argos then charged me a late payment & a further monthly interest payment.i then paid this amount by cheque in mid december.i then received a statement today 04/01/25 to advise i need to pay 39.05",Other,Detractor,93.66812227074236,0
807946833,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Whitehorse,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,3,1791.0,0,1791.0,0.735,2771,36,0.5,0.0,0.99671,0.00329379,Involuntary,34954,2912.833333333333,0.0,Low Risk,605.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,605.0,Ba,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9995948672294617}",NEGATIVE,0.9995948672294617,-0.9995948672294617,big con. store card you can only pay with your debit card and you can't do balance transfers. avoid!!! read all negative feedback on here,Other,Detractor,93.66812227074236,0
720243933,You dont deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You dont get the 6 / 12 interest free now as much as you did. Sorry but Im out.,8-Dec-24,Kitchener,Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789.0,0,1789.0,0.637,2784,49,0.581,0.0,0.99938,0.0006198,Involuntary,61388,5115.666666666667,0.0,Low Risk,509.0,1,1,2024-08-27 22:36:53.097560,18848.72,Yes,1,359.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9974620342254639}",NEGATIVE,0.9974620342254639,-0.9974620342254639,you dont deserve the one star argos. will no longer be using argos now that newday have taken over this card. you dont get the 6 / 12 interest free now as much as you did. sorry but im out.,Other,Detractor,93.66812227074236,0
779848383,You dont deserve the one star Argos,8-Dec-24,Oshawa,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784.0,577,1207.0,0.542,2348,47,0.516,0.323,0.99161,0.00839,Involuntary,24872,2072.6666666666665,27.83853329044709,Low Risk,698.0,1,2,2020-08-23 22:36:53.097571,19013.17,Yes,1,548.0,Caa,bad,bad,165.4,"{'label': 'NEGATIVE', 'score': 0.9983686804771423}",NEGATIVE,0.9983686804771423,-0.9983686804771423,you dont deserve the one star argos,Other,Detractor,93.66812227074236,0
779905008,Really annoyed with this company firstly after taking out a card I'm told they have sold the card to another company then since charged twice for a purchase that I'm sure they were trying to charge interest on Also when I made another payment it was took off so paid three times then the next purchase was left on.,30-Nov-24,Victoria,Attrited Customer,54,F,4,Graduate,,$40K - $60K,Blue,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.323,0.0,0.9863,0.0137,Involuntary,54946,4578.833333333333,0.0,Low Risk,567.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,567.0,B,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9996765851974487}",NEGATIVE,0.9996765851974487,-0.9996765851974487,really annoyed with this company firstly after taking out a card i'm told they have sold the card to another company then since charged twice for a purchase that i'm sure they were trying to charge interest on also when i made another payment it was took off so paid three times then the next purchase was left on.,Attrition Intent,Detractor,93.66812227074236,0
711122958,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Camrose,Attrited Customer,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764.0,0,1764.0,0.552,2105,57,0.839,0.0,0.99683,0.00317458,Involuntary,31359,2613.25,0.0,Low Risk,463.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,463.0,Ca,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9992227554321289}",NEGATIVE,0.9992227554321289,-0.9992227554321289,"i've had my argos card for 8 years, it's the only card i use and found the service brilliant. but unfortunately they have sold out to newday therefore i will no longer be a customer. i have have experiences with newday when they took over a credit card i had years ago and it was terrible, i paid it off in full. the interest they were charging was unacceptable. sorry argos, i'm out.",Other,Detractor,93.66812227074236,0
713336883,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Innisfil,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,0.99768,0.00231656,Voluntary,23426,1952.1666666666667,0.0,Low Risk,802.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,802.0,Aaa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9970321655273438}",NEGATIVE,0.9970321655273438,-0.9970321655273438,"it's with a very heavy heart i'm leaving a 2 star review ,argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but i made it work but now there just taken the pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one cmon argos get a grip with reality and the ppl that are using these cards i've been with argos card for 15 years but they have definitely lost my costum and believe me i won't be the only one",Positive Experience,Detractor,93.66812227074236,0
771422883,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Terrace,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759.0,186,1573.0,0.756,2705,35,0.522,0.106,0.99559,0.00441277,Involuntary,38252,3187.6666666666665,5.834989020181951,Low Risk,592.0,1,4,2020-12-19 22:36:53.097724,11102.55,No,0,592.0,B,good,good,87.2,"{'label': 'NEGATIVE', 'score': 0.9993663430213928}",NEGATIVE,0.9993663430213928,-0.9993663430213928,got tv at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound interest the day after the plan finished... phoned and they no what there doing scamers...,Other,Detractor,93.66812227074236,0
778915233,Absolutely crap! The app you cannot set up a DD. Doesnt send notifications until you missed a payment. Save your card details and it gets deleted. Cant set up to pay min unless you call. Statements wont load. Customer services are some numbnut with their own app for their personal account working from home. Disgusting. Make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. No! Bye bye,11-Oct-23,High River,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757.0,331,1426.0,0.879,2377,47,0.516,0.188,0.99395,0.00605,Voluntary,24701,2058.4166666666665,16.080320634792113,Low Risk,743.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,743.0,A,good,good,116.2,"{'label': 'NEGATIVE', 'score': 0.9997391104698181}",NEGATIVE,0.9997391104698181,-0.9997391104698181,absolutely crap! the app you cannot set up a dd. doesnt send notifications until you missed a payment. save your card details and it gets deleted. cant set up to pay min unless you call. statements wont load. customer services are some numbnut with their own app for their personal account working from home. disgusting. make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. no! bye bye,Poor Customer Service,Detractor,93.66812227074236,0
712900308,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Val-d'Or,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751.0,0,1751.0,0.506,2078,37,0.423,0.0,0.99661,0.00338757,Involuntary,20736,1728.0,0.0,Low Risk,655.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,505.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9994192123413086}",NEGATIVE,0.9994192123413086,-0.9994192123413086,i would like to point out to argos that i have recently become unhappy with the argos card it's took me over an hour to purchase something in using this card because every time i try and put my details in it changes and not able to put my name in this is embarrassing argos as now i will buy nothing else with this card you will be paid off and i will not use you again i have always paid on time and this is what i get from you not acceptable,Positive Experience,Detractor,93.66812227074236,0
720867708,Four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my Mastercards,25-Aug-23,Okotoks,Attrited Customer,45,F,4,Graduate,,Less than $40K,Blue,33,1,3,2,1748.0,1103,645.0,0.739,2335,41,0.708,0.631,0.99473,0.00527,Voluntary,26856,2238.0,49.28507596067917,High Risk,725.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,575.0,B,bad,bad,270.6,"{'label': 'NEGATIVE', 'score': 0.9997013211250305}",NEGATIVE,0.9997013211250305,-0.9997013211250305,four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my mastercards,Other,Detractor,93.66812227074236,0
708972783,"I would give 0 if I could, the amount of interest they charge is shocking. I entered a debt management scheme to pay my debts off I accured due to family emergency reasons. Doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. It took them a year to get that I was in a debt management scheme because they don't answer there emails and it's unmanned",20-Aug-23,Bathurst,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745.0,0,1745.0,0.657,2297,44,0.63,0.0,0.9949,0.0051,Involuntary,26680,2223.333333333333,0.0,Low Risk,648.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,648.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9988837838172913}",NEGATIVE,0.9988837838172913,-0.9988837838172913,"i would give 0 if i could, the amount of interest they charge is shocking. i entered a debt management scheme to pay my debts off i accured due to family emergency reasons. doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. it took them a year to get that i was in a debt management scheme because they don't answer there emails and it's unmanned",High Rate / Fees,Detractor,93.66812227074236,0
708660408,"Scam of a company. They charge you interest even though you pay more than youre meant to every month!! Worst decision I ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. Cant even email them. Waste of time",17-Aug-23,Dauphin,Attrited Customer,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737.0,1689,48.0,0.644,2459,43,0.536,0.972,0.99666,0.00334333,Voluntary,40922,3410.1666666666665,49.52837104735839,High Risk,582.0,1,4,2025-01-14 22:36:53.097800,13015.78,No,0,582.0,B,good,good,387.8,"{'label': 'NEGATIVE', 'score': 0.9996664524078369}",NEGATIVE,0.9996664524078369,-0.9996664524078369,"scam of a company. they charge you interest even though you pay more than youre meant to every month!! worst decision i ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. cant even email them. waste of time",Attrition Intent,Detractor,93.66812227074236,0
721406658,Argos have numerous outstanding complaints being passed to the media for publication prior to christmas,7-Aug-23,Spruce Grove,Attrited Customer,32,F,0,,Divorced,Less than $40K,Blue,36,6,3,3,1732.0,0,1732.0,0.683,2479,43,0.536,0.0,0.99651,0.0034913,Involuntary,29676,2473.0,0.0,Low Risk,473.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,323.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9884271025657654}",NEGATIVE,0.9884271025657654,-0.9884271025657654,argos have numerous outstanding complaints being passed to the media for publication prior to christmas,Other,Detractor,93.66812227074236,0
778708533,But this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,7-Aug-24,Innisfil,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730.0,1616,114.0,0.331,869,27,0.286,0.934,0.99634,0.00365621,Voluntary,53217,4434.75,36.4394836236541,Medium Risk,607.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,607.0,Ba,good,good,373.2000000000001,"{'label': 'NEGATIVE', 'score': 0.9884759187698364}",NEGATIVE,0.9884759187698364,-0.9884759187698364,but this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,Other,Detractor,93.66812227074236,0
793630083,Argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,7-Aug-25,Cochrane,Attrited Customer,39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726.0,1476,250.0,0.371,1804,34,0.259,0.855,0.99801,0.00198853,Involuntary,196797,16399.75,9.000137197213371,Low Risk,679.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,529.0,Caa,bad,bad,345.2,"{'label': 'NEGATIVE', 'score': 0.9968740940093994}",NEGATIVE,0.9968740940093994,-0.9968740940093994,argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,Technical Issues,Detractor,93.66812227074236,0
711100608,"The interest on this card is astronomically high. We paid off the balance and are shutting it down. I will take huge delight in setting alight the argos card and leaving it on my drive way so I can take pleasure in driving over the ashes of that awful store card. Very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the Argos Card. Farewell Argos Card, I will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",27-Jul-23,Brooks,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723.0,0,1723.0,1.038,2574,43,0.72,0.0,0.99098,0.00902,Voluntary,79299,6608.25,0.0,Low Risk,750.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,750.0,Aa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9916921854019165}",NEGATIVE,0.9916921854019165,-0.9916921854019165,"the interest on this card is astronomically high. we paid off the balance and are shutting it down. i will take huge delight in setting alight the argos card and leaving it on my drive way so i can take pleasure in driving over the ashes of that awful store card. very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the argos card. farewell argos card, i will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",High Rate / Fees,Detractor,93.66812227074236,0
809849358,"In these time of austerity, Argos are making it very hard to cancel your Argos card.",10-Oct-22,Camrose,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720.0,0,1720.0,0.707,2719,36,0.44,0.0,0.99583,0.00416897,Involuntary,24921,2076.75,0.0,Low Risk,616.0,1,3,2022-10-28 22:36:53.097867,3412.3,No,0,616.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9474717378616333}",NEGATIVE,0.9474717378616333,-0.9474717378616333,"in these time of austerity, argos are making it very hard to cancel your argos card.",Attrition Intent,Detractor,93.66812227074236,0
799239033,So so. Not the best in the world,4-Oct-22,Rimouski,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714.0,0,1714.0,0.661,2279,46,0.533,0.0,0.99808,0.00191647,Voluntary,42528,3544.0,0.0,Low Risk,577.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,577.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9996845722198486}",NEGATIVE,0.9996845722198486,-0.9996845722198486,so so. not the best in the world,Other,Detractor,93.66812227074236,0
