CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
712901283,Attrited Customer,Voluntary,Argos charges extortionate fees,29-Dec-20,Slave Lake,K1C2H2,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121,0,2121,0.618,1464,32,0.778,0,0.99447,0.00553
709017258,Attrited Customer,Voluntary,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Canmore,K1C2J4,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114,0,2114,0.875,2872,45,0.5,0,0.99207,0.00793
779216358,Attrited Customer,Voluntary,"Tried for months to pay my account online, system does not accept payment. I have spoken to advisor and they are aware of problem, but unable to advise when problem will be rectified. When purchasing goods from Argos service is excellent, Argos card services really let's the company down.",17-Dec-20,Edmundston,K1C2J5,48,M,2,College,Married,$80K - $120K,Blue,38,2,2,3,2111,0,2111,0.531,773,17,0.133,0,0.99466,0.00534
812411058,Attrited Customer,Voluntary,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Regina,K1C2J8,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094,0,2094,0.897,2690,46,0.484,0,0.99374,0.00626
715547058,Attrited Customer,Voluntary,NOT GOOD ENOUGH,15-Dec-20,Sept-√É≈Ωles,K1C2L1,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089,0,2089,0.871,2707,51,0.5,0,0.99775,0.00225216
710289783,Attrited Customer,Voluntary,Lack of communication,14-Dec-20,Windsor,K1C2L7,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,5,2,4,2086,2007,79,1.051,2537,48,0.6,0.962,0.99703,0.00296843
809440008,Attrited Customer,Voluntary,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Rimouski,K1C2M5,39,F,2,High School,Single,Unknown,Blue,34,3,3,1,2069,550,1519,0.783,2716,43,0.433,0.266,0.99061,0.00939
721104708,Attrited Customer,Voluntary,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Oshawa,K1C2N2,41,F,3,Post-Graduate,Single,Less than $40K,Blue,36,1,3,1,2067,1966,101,0.91,3033,41,0.708,0.951,0.99251,0.00749
714192933,Attrited Customer,Voluntary,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Halifax,K1C2N3,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,2060,0.251,1976,44,0.257,0,0.99892,0.0010775
715304958,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Saskatoon,K0A1A0,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053,0,2053,0.866,3053,50,0.562,0,0.99161,0.00839
708703308,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Rouyn-Noranda,K0A1K0,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,0.577,2183,39,0.696,0.835,0.99845,0.001551
711919608,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Peterborough,K0A1N0,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031,1720,311,0.713,2702,32,0.778,0.847,0.99467,0.00533
787452333,Attrited Customer,Voluntary,I have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because I'm very organised. However yesterday I had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. I originally thought it was fraud so I phoned up argos to then find it was a purchase I made last year that I hadn't paid off. Having looked back through my bank statements it looks like this wasn't paid however I had paid other stuff off on there more recently and cleared the card so I would have noticed the outstanding payment and paid it off. I think argos didn't show that I had this left to pay until my year was up then automatically charged me. I have no proof of any of this though because they send no emails all I have is an email of me ordering it and then my bank statement to show I never paid it but I have no proof of them not showing the outstanding payment in the app so I haven't been able to take this further. I have unfortunately had to pay the ammount and once it's all gone through I will be cancelling my argos card and never using again. It is a shame because I did enjoy using it but I believe they have conned me out of money.,19-Jul-25,Spruce Grove,K0A1R0,39,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024,0,2024,0.801,2870,36,0.5,0,0.98429,0.01571
810875958,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Sudbury,K0A1T0,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196,0.99737,0.0026282
716669658,Attrited Customer,Voluntary,I Spoke with them twice this week both times the call handler was unfriendly and unhelpful.,9-Jul-25,Selkirk,K0A1X0,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,3,2006,1608,398,1.043,2760,38,0.652,0.802,0.99639,0.00360858
826077033,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Dauphin,K0A2M0,46,F,2,Unknown,Married,Less than $40K,Blue,42,1,0,4,2002,0,2002,0.803,2423,39,0.857,0,0.98468,0.01532
712315683,Attrited Customer,Voluntary,Customer service number not working properly can not make a payment.,1-Jul-25,Barrie,K0A2T0,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981,1518,463,1.019,973,25,0.923,0.766,0.97155,0.02845
821889858,Attrited Customer,Voluntary,"They say buy now pay later with no interest, when you pay after the year they will claim huge amount of interest for that year, they will take the money without even telling you or sending you an email, when you ask they will say it is the interest for that year. They are very cunning beware.",6-Jun-25,Stratford,K0A2X0,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970,1477,493,0.662,2493,44,0.571,0.75,0.99799,0.002009
708918558,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Penticton,K0A2Y0,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959,662,1297,0.888,3046,52,0.793,0.338,0.99447,0.00553
720612333,Attrited Customer,Voluntary,"App not working. This is the ONLY way to manage your Argos card. Unable to see balance, make payment or even open the app it just sits with a spinner.",27-May-25,St. John's,K0A2Z0,44,F,3,College,Single,Less than $40K,Blue,28,6,2,2,1951,0,1951,0.772,2697,45,0.731,0,0.99137,0.00863
769438608,Attrited Customer,Voluntary,They try to find any excuse to close the card when late payment & the interest is very high . AVOID!!,21-May-25,Canmore,K0A3C0,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942,860,1082,0.708,2522,42,0.312,0.443,0.99411,0.00589
784895358,Attrited Customer,Voluntary,They are awful & no manners or sympathy. They talk down to you & have arrogant attitude.,21-May-25,Medicine Hat,K0A3E0,49,F,1,Graduate,Married,Less than $40K,Blue,43,5,3,3,1938,0,1938,0.612,2870,49,0.75,0,0.99649,0.00350838
714962658,Attrited Customer,Voluntary,"Argos have not been the same sine the takeover . I have an Argos card and have done for years but, now they have changed their credit terms i will not be using them again . My card is now cut up and in the bin .",14-May-25,Medicine Hat,K0B1A0,35,M,2,Unknown,Single,Less than $40K,Blue,36,5,3,3,1931,0,1931,0.862,2482,40,0.6,0,0.997,0.00299743
711626658,Attrited Customer,Voluntary,"WOULD GIVE MINUS POINTS . CUSTOMER SERVICE AWFUL . THEY DO NOT HELP THE CUSTOMER AT ALL . THEY HAVE ZERO RESPECT FOR THE CUSTOMER . NO SUPPORT GIVEN WHEN ISSUES HAPPEN , NO RESPONSIBILITY TAKEN . THE WHOLE EXPERIENCE IS DIFFICULT TO DEAL WITH . HOPEFULLY PAYING OFF IN THE NEXT MONTH . PLEASE AVOID .",22-Feb-25,Brooks,K0B1B0,62,F,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930,0,1930,0.331,1971,45,0.25,0,0.99788,0.00211827
778929783,Attrited Customer,Voluntary,"This card is good but Argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with Argos and Sainsburyís online shopping if it had this it would be spot on at the moment it is very limited.",15-Apr-25,Charlottetown,K0B1M0,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,3,1925,0,1925,0.672,781,28,0.75,0,0.99499,0.00501
714276408,Attrited Customer,Voluntary,While the card is good and the deals are great they're money stealing criminals!!,31-Mar-25,Dauphin,K0B1N0,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915,1445,470,0.374,2264,39,0.56,0.755,0.99691,0.00308778
719590458,Attrited Customer,Voluntary,Need to pay off normal credit with interest coming soon as £100+ so I pay that and it goes to another buy now pay later plan. So now I have to give them more. Now I'm massively in debt.,31-Mar-25,Red Deer,K0B1P0,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905,0,1905,0.845,3120,46,0.586,0,0.99686,0.00314112
753365883,Attrited Customer,Voluntary,"I've had an argos card for many years but recently I've notice they don't apply your payment correctly I mostly buy on bnpl and clear it in time the odd occasion I've had to put things, on normal credit, now when you pay your minimum payment amount or more they actually take it off the bnpl and not normal credit so they can put interest on for the next month for example I recently paid the full amount on the normal credit because they say I will incur £100 plus interest the following month but then I look on my statement to see they deducted that from a bnpl which ends in 4months! So I rang and as usual you can't speak to anyone. And I pay interest! So warning NEVER EVER use your argos card on a normal credit try to do it bnpl or not at all they scam you out of 100s unnecessarily!! Lesson learnt for me! ??",29-Mar-25,Halifax,K0B1R0,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900,0,1900,0.864,2298,45,0.452,0,0.99544,0.00455805
717026658,Attrited Customer,Voluntary,I am outraged that Truspilot is notÖ Warning! Argos credit card scams people,22-Mar-25,Cranbrook,K0C1G0,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897,0,1897,0.645,2866,47,0.469,0,0.99691,0.00308778
712660308,Attrited Customer,Voluntary,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Regina,K0C1H0,44,F,1,High School,Single,Less than $40K,Blue,36,2,3,3,1895,0,1895,0.736,2472,40,0.429,0,0.99639,0.00360858
711772008,Attrited Customer,Voluntary,The Argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,22-Mar-25,Camrose,K0C1R0,35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1,1890,666,1224,0.691,1483,36,0.5,0.352,0.98616,0.01384
717371583,Attrited Customer,Voluntary,I would get in trouble for applying for an Argos credit card.,22-Mar-25,Truro,K0C1V0,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883,400,1483,0.528,1954,45,0.5,0.212,0.99891,0.00108742
719384433,Attrited Customer,Voluntary,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Truro,K0C1Z0,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877,1203,674,0.654,2581,57,0.781,0.641,0.99485,0.00515
720719883,Attrited Customer,Voluntary,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Montreal,K0C2A0,54,F,1,Graduate,Single,Unknown,Blue,41,3,3,3,1874,0,1874,0.806,2535,55,0.618,0,0.99649,0.00350838
715306983,Attrited Customer,Voluntary,"I have to agree with all the other recent negative comments. The advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. The final straw is that they have moved to AnyDay, a company I have had bad dealings with before, causing me to cancel my Waitrose card. Like is too stressful to have issues with contacting a retailer and I have noticed that their prices on many things are no longer competitive. I have cancelled my card like many others and many yet to come I suspect.",15-Mar-25,Moose Jaw,K0C2K0,42,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866,0,1866,0.798,2833,42,0.355,0,0.99482,0.00518
720997383,Attrited Customer,Voluntary,And I request to increase credit limit but they donít increase Crecit limit while Iím eligible for 25k loan with Lloyds and all other banks are offering me.,23-Feb-25,Canmore,K0E1C0,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,0.99659,0.00341249
720529308,Attrited Customer,Voluntary,I will suggest if you thinking to purchase more then thousand pound things with Argos then try another options because they will not offer more then £800.,23-Feb-25,Port Alberni,K0E1V0,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856,0,1856,0.5,1805,46,0.769,0,0.98907,0.01093
719759733,Attrited Customer,Voluntary,"Just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" I have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, I am not interested in another card , I have been paying regualy but my balance don't seem to go down, this company needs looking into. Rip off company.",13-Feb-25,Selkirk,K0E1W0,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852,0,1852,0.902,2851,49,0.75,0,0.99711,0.00289056
715499058,Attrited Customer,Voluntary,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,London,K0G1G0,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848,0,1848,0.906,2775,33,0.435,0,0.99431,0.00569
809565183,Attrited Customer,Voluntary,Argos card has gone really bad since it has been taken over. As should have kept all the conditions as they were. Instead of changing everything as was good before they changed n got taken over by a third party ????,22-Jan-25,Toronto,K0G1L0,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217,0.729,2650,43,0.483,0.339,0.99794,0.00205937
778910883,Attrited Customer,Voluntary,Argos card has gone down hill,22-Jan-25,Ottawa,K0G1N0,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837,875,962,0.58,2169,43,0.654,0.476,0.99497,0.00503
713804883,Attrited Customer,Voluntary,Poor customer service infect there is no customer care service at you just type pad are trying to explain to a BOT unreal,20-Jan-25,Thompson,K0G1S0,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836,0,1836,0.323,1799,28,0.167,0,0.99293,0.00707
718653333,Attrited Customer,Voluntary,"I have had my Argos card since 2017 always paying it off in full and on time to avoid the deferred interest. More recently they added a small amount of interest as a payment was allocated to a different statement balance. Not happy it will be the first and last £4.26 you rob from me. Attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. Wholly unprofessional. I am not enamoured with the NewDay take over either. There are items of far superior quality from other well known stores for less and with outstanding customer service. Iím out!",11-Jan-25,St. John's,K0G1V0,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833,0,1833,0.549,2037,31,0.292,0,0.99661,0.00338757
717409533,Attrited Customer,Voluntary,Unprofessional,11-Jan-25,Cochrane,K0H1B0,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821,1486,335,0.827,2824,43,0.387,0.816,0.99558,0.00441892
808273533,Attrited Customer,Voluntary,Punishes customers for paying?,6-Jan-25,Port Alberni,K0H1G0,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818,0,1818,0.651,2054,55,0.774,0,0.9972,0.00280488
714887808,Attrited Customer,Voluntary,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Kelowna,K0H1H0,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,1818,0.758,2279,50,0.724,0,0.99427,0.00573
712853358,Attrited Customer,Voluntary,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,6-Jan-25,Canmore,K0H1P0,39,F,3,High School,Unknown,Less than $40K,Blue,36,2,3,2,1817,0,1817,0.583,2216,44,0.833,0,0.99452,0.00548
712602708,Attrited Customer,Voluntary,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Innisfil,K0H1Z0,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,0.478,2039,34,0.36,0,0.98433,0.01567
709729533,Attrited Customer,Voluntary,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Truro,K0H2L0,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1,1809,457,1352,0.703,2169,49,0.485,0.253,0.99143,0.00857
710136258,Attrited Customer,Voluntary,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Val-d'Or,K0H2R0,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806,0,1806,0.983,2833,43,0.654,0,0.9948,0.0052
710493558,Attrited Customer,Voluntary,Abysmal,4-Jan-26,Happy Valley-Goose Bay,K0H2T0,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,1803,0,1803,0.415,1979,37,0.321,0,0.99211,0.00789
712448658,Attrited Customer,Voluntary,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Sept-√É≈Ωles,K0H2V0,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,2,1795,0,1795,0.718,2281,55,0.618,0,0.99395,0.00605
807946833,Attrited Customer,Voluntary,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Whitehorse,K0J1C0,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,3,1791,0,1791,0.735,2771,36,0.5,0,0.99671,0.00329379
720243933,Attrited Customer,Voluntary,You donít deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You donít get the 6 / 12 interest free now as much as you did. Sorry but Iím out.,8-Dec-24,Kitchener,K0J1E0,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789,0,1789,0.637,2784,49,0.581,0,0.99938,0.0006198
779848383,Attrited Customer,Voluntary,You donít deserve the one star Argos,8-Dec-24,Oshawa,K0J1L0,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,1207,0.542,2348,47,0.516,0.323,0.99161,0.00839
779905008,Attrited Customer,Voluntary,Really annoyed with this company firstly after taking out a card I'm told they have sold the card to another company then since charged twice for a purchase that I'm sure they were trying to charge interest on Also when I made another payment it was took off so paid three times then the next purchase was left on.,30-Nov-24,Victoria,K0J1N0,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2,2,1,1779,0,1779,0.856,2660,41,0.323,0,0.9863,0.0137
709192233,Attrited Customer,Voluntary,"The worst customer service I have ever spoken with. pay my acc every month . Even tho I'm payin it they said pay a bit more 2.5the min amount. So I did now they say that I should of payed it a month behind in Oct when I only entered an agreement in Nov, am I meant to read 18 days into the future...... Joanne who is a manager has now sent my acc to the debt complaints team Even tho I am up to date . Argos need to sort out there stuff ASAP or they will be like woolworths GONE !!!!!!!",19-Nov-24,Red Deer,K1B3Y1,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773,0,1773,0.228,1764,30,0.111,0,0.98692,0.01308
711122958,Attrited Customer,Voluntary,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Camrose,K1B5B4,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764,0,1764,0.552,2105,57,0.839,0,0.99683,0.00317458
713336883,Attrited Customer,Voluntary,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Innisfil,K1B5C2,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,0.457,2285,46,0.643,0,0.99768,0.00231656
771422883,Attrited Customer,Voluntary,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Terrace,K1B5K1,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,0.756,2705,35,0.522,0.106,0.99559,0.00441277
778915233,Attrited Customer,Voluntary,Absolutely crap! The app you cannot set up a DD. Doesnt send notifications until you missed a payment. Save your card details and it gets deleted. Cant set up to pay min unless you call. Statements wont load. Customer services are some numbnut with their own app for their personal account working from home. Disgusting. Make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. No! Bye bye,11-Oct-23,High River,K1B5K6,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757,331,1426,0.879,2377,47,0.516,0.188,0.99395,0.00605
712900308,Attrited Customer,Voluntary,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Val-d'Or,K1B5L2,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,1751,0.506,2078,37,0.423,0,0.99661,0.00338757
720867708,Attrited Customer,Voluntary,Four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my Mastercards,25-Aug-23,Okotoks,K1B5M3,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748,1103,645,0.739,2335,41,0.708,0.631,0.99473,0.00527
708972783,Attrited Customer,Voluntary,"I would give 0 if I could, the amount of interest they charge is shocking. I entered a debt management scheme to pay my debts off I accured due to family emergency reasons. Doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. It took them a year to get that I was in a debt management scheme because they don't answer there emails and it's unmanned",20-Aug-23,Bathurst,K1B5P5,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,0.657,2297,44,0.63,0,0.9949,0.0051
708660408,Attrited Customer,Voluntary,"Scam of a company. They charge you interest even though you pay more than youíre meant to every month!! Worst decision I ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. Canít even email them. Waste of time",17-Aug-23,Dauphin,K1C1E8,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737,1689,48,0.644,2459,43,0.536,0.972,0.99666,0.00334333
721406658,Attrited Customer,Voluntary,Argos have numerous outstanding complaints being passed to the media for publication prior to christmas,7-Aug-23,Spruce Grove,K1C1J5,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,1732,0,1732,0.683,2479,43,0.536,0,0.99651,0.0034913
778708533,Attrited Customer,Voluntary,But this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,7-Aug-24,Innisfil,K1C1J8,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730,1616,114,0.331,869,27,0.286,0.934,0.99634,0.00365621
793630083,Attrited Customer,Voluntary,Argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,7-Aug-25,Cochrane,K1C1J9,39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726,1476,250,0.371,1804,34,0.259,0.855,0.99801,0.00198853
711100608,Attrited Customer,Voluntary,"The interest on this card is astronomically high. We paid off the balance and are shutting it down. I will take huge delight in setting alight the argos card and leaving it on my drive way so I can take pleasure in driving over the ashes of that awful store card. Very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the Argos Card. Farewell Argos Card, I will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",27-Jul-23,Brooks,K1C1K2,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723,0,1723,1.038,2574,43,0.72,0,0.99098,0.00902
809849358,Attrited Customer,Voluntary,"In these time of austerity, Argos are making it very hard to cancel your Argos card.",10-Oct-22,Camrose,K1C1K8,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0,0.99583,0.00416897
799239033,Attrited Customer,Voluntary,So so. Not the best in the world,4-Oct-22,Rimouski,K1C1L7,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714,0,1714,0.661,2279,46,0.533,0,0.99808,0.00191647
713929533,Attrited Customer,Voluntary,"I lost my card and ordered a new one and a half months ago, which did not arrive argos claims that the postman delivered to the wrong address donít really understand how he managed that if every door has a number. Since this itís been 3 weeks have passed and still nothing. Poor costumer service trying phone them is almost impossible they just hang up claiming I have a poor signal , even if I have full. Please Argos respond and let me know WHERE IS MY CARD",14-Sep-22,Bathurst,K1C1M5,36,F,3,College,Married,Less than $40K,Blue,36,2,2,2,1707,0,1707,0.319,2060,52,0.529,0,0.99137,0.00863
